t;probe
0.0;30.0
0.0010000166669444492;30.0
0.0020000333338888983;30.0
0.0030000500008333475;30.0
0.004000066667777797;30.0
0.005000083334722245;30.0
0.006000100001666695;30.0
0.0070001166686111446;30.0
0.008000133335555593;30.0
0.009000150002500042;30.0
0.01000016666944449;30.0
0.011000183336388941;30.0
0.01200020000333339;30.0
0.013000216670277839;30.0
0.014000233337222289;30.0
0.015000250004166738;30.0
0.016000266671111187;30.0
0.017000283338055637;30.0
0.018000300005000084;30.0
0.019000316671944534;30.0
0.02000033333888898;30.0
0.021000350005833432;30.0
0.022000366672777882;30.0
0.02300038333972233;30.0
0.02400040000666678;30.0
0.02500041667361123;30.0
0.026000433340555677;30.0
0.027000450007500128;30.0
0.028000466674444578;30.0
0.029000483341389025;30.0
0.030000500008333476;30.0
0.031000516675277923;30.0
0.03200053334222237;30.0
0.033000550009166824;30.0
0.034000566676111274;30.0
0.03500058334305572;30.0
0.03600060001000017;30.0
0.03700061667694462;30.0
0.03800063334388907;30.0
0.03900065001083352;30.0
0.04000066667777796;30.0
0.04100068334472241;30.0
0.042000700011666864;30.0
0.043000716678611314;30.0
0.044000733345555765;30.0
0.045000750012500215;30.0
0.04600076667944466;30.0
0.04700078334638911;30.0
0.04800080001333356;30.0
0.04900081668027801;30.0
0.05000083334722246;30.0
0.051000850014166904;30.0
0.052000866681111355;30.0
0.053000883348055805;30.0
0.054000900015000255;30.0
0.055000916681944706;30.0
0.056000933348889156;30.0
0.0570009500158336;30.0
0.05800096668277805;30.0
0.0590009833497225;30.0
0.06000100001666695;30.0
0.0610010166836114;30.0
0.062001033350555845;30.0
0.0630010500175003;30.000000000000004
0.06400106668444475;30.000000000000007
0.0650010833513892;30.000000000000014
0.06600110001833365;30.00000000000002
0.0670011166852781;30.000000000000032
0.06800113335222255;30.00000000000005
0.069001150019167;30.000000000000078
0.07000116668611144;30.000000000000124
0.07100118335305589;30.000000000000192
0.07200120002000034;30.000000000000284
0.07300121668694479;30.00000000000042
0.07400123335388924;30.00000000000061
0.07500125002083369;30.00000000000088
0.07600126668777814;30.00000000000125
0.07700128335472259;30.000000000001762
0.07800130002166704;30.000000000002455
0.07900131668861149;30.000000000003386
0.08000133335555593;30.000000000004626
0.08100135002250038;30.00000000000627
0.08200136668944483;30.000000000008427
0.08300138335638928;30.000000000011234
0.08400140002333373;30.00000000001487
0.08500141669027818;30.000000000019533
0.08600143335722263;30.000000000025487
0.08700145002416708;30.00000000003304
0.08800146669111153;30.000000000042572
0.08900148335805598;30.00000000005452
0.09000150002500043;30.00000000006942
0.09100151669194487;30.00000000008791
0.09200153335888932;30.000000000110735
0.09300155002583377;30.00000000013877
0.09400156669277822;30.000000000173053
0.09500158335972267;30.00000000021478
0.09600160002666712;30.00000000026536
0.09700161669361157;30.00000000032639
0.09800163336055602;30.00000000039975
0.09900165002750047;30.000000000487592
0.10000166669444492;30.000000000592365
0.10100168336138937;30.00000000071688
0.10200170002833381;30.00000000086433
0.10300171669527826;30.00000000103834
0.10400173336222271;30.000000001243027
0.10500175002916716;30.00000000148301
0.10600176669611161;30.000000001763507
0.10700178336305606;30.000000002090363
0.10800180003000051;30.00000000247012
0.10900181669694496;30.00000000291009
0.11000183336388941;30.000000003418414
0.11100185003083386;30.00000000400412
0.11200186669777831;30.00000000467725
0.11300188336472275;30.000000005448868
0.1140019000316672;30.000000006331224
0.11500191669861165;30.000000007337782
0.1160019333655561;30.000000008483347
