t;probe
0.0;0.0
0.0010000166669444492;0.0
0.0020000333338888983;0.0
0.0030000500008333475;5.825341734491421e-27
0.004000066667777797;3.0874348691574655e-25
0.005000083334722245;5.0467955863239276e-24
0.006000100001666695;4.779324472604754e-23
0.0070001166686111446;3.237781441943304e-22
0.008000133335555593;1.738146518919805e-21
0.009000150002500042;7.842574397961207e-21
0.01000016666944449;3.088026661884662e-20
0.011000183336388941;1.088712262578986e-19
0.01200020000333339;3.500928799194273e-19
0.013000216670277839;1.0411056637215926e-18
0.014000233337222289;2.8938496939942707e-18
0.015000250004166738;7.582015384936937e-18
0.016000266671111187;1.88526349232869e-17
0.017000283338055637;4.473638893272136e-17
0.018000300005000084;1.0178178378053337e-16
0.019000316671944534;2.2289659997350473e-16
0.02000033333888898;4.714282919400541e-16
0.021000350005833432;9.657410045488536e-16
0.022000366672777882;1.921008183258794e-15
0.02300038333972233;3.718582125548546e-15
0.02400040000666678;7.018579453093836e-15
0.02500041667361123;1.293881918320169e-14
0.026000433340555677;2.3333706549153603e-14
0.027000450007500128;4.1220987205002867e-14
0.028000466674444578;7.142361971918772e-14
0.029000483341389025;1.215196677947957e-13
0.030000500008333476;2.0322667577644391e-13
0.031000516675277923;3.343902936314574e-13
0.03200053334222237;5.418020542912853e-13
0.033000550009166824;8.651405333290357e-13
0.034000566676111274;1.361188735800594e-12
0.03500058334305572;2.1139678439570378e-12
0.03600060001000017;3.2425440955277082e-12
0.03700061667694462;4.914994827211045e-12
0.03800063334388907;7.366082183366433e-12
0.03900065001083352;1.0920406777566914e-11
0.04000066667777796;1.6022460828707968e-11
0.04100068334472241;2.3275292530496436e-11
0.042000700011666864;3.3489828592291565e-11
0.043000716678611314;4.7747283062393786e-11
0.044000733345555765;6.747751045457462e-11
0.045000750012500215;9.455664219005324e-11
0.04600076667944466;1.3142787930107668e-10
0.04700078334638911;1.8124990251190732e-10
0.04800080001333356;2.4807800386621506e-10
0.04900081668027801;3.3708374193937933e-10
0.05000083334722246;4.5481967451773415e-10
0.051000850014166904;6.095365267785887e-10
0.052000866681111355;8.115610069403298e-10
0.053000883348055805;1.0737433816664689e-09
0.054000900015000255;1.4119848659103896e-09
0.055000916681944706;1.8458558612112762e-09
0.056000933348889156;2.399317086676929e-09
0.0570009500158336;3.1015566811851743e-09
0.05800096668277805;3.987957406115307e-09
0.0590009833497225;5.101209136910095e-09
0.06000100001666695;6.492582890087524e-09
0.0610010166836114;8.22338368057695e-09
0.062001033350555845;1.0366600532644272e-08
0.0630010500175003;1.3008772966092376e-08
0.06400106668444475;1.6252094237590653e-08
0.0650010833513892;2.0216772524551005e-08
0.06600110001833365;2.504367208563598e-08
0.0670011166852781;3.089725720764597e-08
0.06800113335222255;3.796886244337471e-08
0.069001150019167;4.648031324964891e-08
0.07000116668611144;5.668792164030677e-08
0.07100118335305589;6.888688186707782e-08
0.07200120002000034;8.341609142468248e-08
0.07300121668694479;1.0066342283825888e-07
0.07400123335388924;1.2107147172561358e-07
0.07500125002083369;1.4514380652889407e-07
0.07600126668777814;1.7345174507619605e-07
0.07700128335472259;2.0664168276048618e-07
0.07800130002166704;2.4544299660923763e-07
0.07900131668861149;2.9067654886260393e-07
0.08000133335555593;3.432638128811458e-07
0.08100135002250038;4.042366432674692e-07
0.08200136668944483;4.7474771101208684e-07
0.08300138335638928;5.560816232658359e-07
0.08400140002333373;6.496667460036873e-07
0.08500141669027818;7.570877463831356e-07
0.08600143335722263;8.800988700207468e-07
0.08700145002416708;1.0206379667198894e-06
0.08800146669111153;1.1808412763889054e-06
0.08900148335805598;1.3630589850003844e-06
0.09000150002500043;1.569871558467742e-06
0.09100151669194487;1.8041068602644205e-06
0.09200153335888932;2.068858056493622e-06
0.09300155002583377;2.3675023099426786e-06
0.09400156669277822;2.7037202624364643e-06
0.09500158335972267;3.08151630254922e-06
0.09600160002666712;3.5052396134544454e-06
0.09700161669361157;3.979605993398882e-06
0.09800163336055602;4.5097204389895395e-06
0.09900165002750047;5.101100479192819e-06
0.10000166669444492;5.7597002456722045e-06
0.10100168336138937;6.491935262845747e-06
0.10200170002833381;7.304707938836396e-06
0.10300171669527826;8.205433736326203e-06
0.10400173336222271;9.202068000218635e-06
0.10500175002916716;1.030313341696996e-05
0.10600176669611161;1.1517748078478564e-05
0.10700178336305606;1.2855654121528008e-05
0.10800180003000051;1.432724691197165e-05
0.10900181669694496;1.5943604741130734e-05
0.11000183336388941;1.7716519000258952e-05
0.11100185003083386;1.9658524797409767e-05
0.11200186669777831;2.1782931979633112e-05
0.11300188336472275;2.4103856522128125e-05
0.1140019000316672;2.663625224479286e-05
0.11500191669861165;2.9395942815541715e-05
0.1160019333655561;3.23996539988094e-05
0.11700195003250055;3.566504610682783e-05
0.118001966699445;3.921074661054977e-05
0.11900198336638945;4.3056382866501384e-05
0.1200020000333339;4.722261491537406e-05
0.12100201670027835;5.173116830781373e-05
0.1220020333672228;5.660486691263188e-05
0.12300205003416724;6.186766566254534e-05
0.12400206670111169;6.754468319254868e-05
0.12500208336805615;7.366223432613238e-05
0.1260021000350006;8.024786236477823e-05
0.12700211670194506;8.733037113648779e-05
0.1280021333688895;9.493985675952627e-05
0.12900215003583393;0.0001031077390780904
0.1300021667027784;0.00011186679272722878
0.13100218336972283;0.00012125117778505478
0.1320022000366673;0.00013129646997108962
0.13300221670361173;0.00014203969035045185
0.1340022333705562;0.00015351933450456675
0.13500225003750063;0.00016577540113009713
0.1360022667044451;0.00017884942002889393
0.13700228337138953;0.0001927844794529236
0.138002300038334;0.00020762525276934622
0.13900231670527843;0.00022341802441218865
0.14000233337222287;0.00024021071508837337
0.14100235003916733;0.0002580529062072256
0.14200236670611177;0.0002769958635039808
0.14300238337305624;0.0002970925598292453
0.14400240004000067;0.0003183976970778279
0.14500241670694514;0.00034096772723184307
0.14600243337388957;0.00036486087249449397
0.14700245004083404;0.00039013714449246507
0.14800246670777847;0.00041685836252638693
0.14900248337472294;0.00044508817085037514
0.15000250004166737;0.00047489205496318963
0.1510025167086118;0.0005063373568951054
0.15200253337555628;0.0005394932894761203
0.1530025500425007;0.0005744309495726632
0.15400256670944518;0.0006112233302814827
0.1550025833763896;0.0006499453320709031
0.15600260004333408;0.0006906737728611325
0.15700261671027851;0.0007334873970367658
0.15800263337722298;0.0007784668833860876
0.15900265004416742;0.0008256948519631945
0.16000266671111185;0.000875255869870359
0.16100268337805632;0.0009272364559594257
0.16200270004500075;0.0009817250844523636
0.16300271671194522;0.0010388121874824099
0.16400273337888965;0.0010985901565585092
0.16500275004583412;0.0011611533429569851
0.16600276671277855;0.001226598057045585
0.16700278337972302;0.0012950225665461965
0.16800280004666746;0.0013665270937436552
0.16900281671361192;0.0014412138116491487
0.17000283338055636;0.0015191868391277623
0.1710028500475008;0.001600552235000708
0.17200286671444526;0.0016854179911337482
0.1730028833813897;0.0017738940245242275
0.17400290004833416;0.001866092168400014
0.1750029167152786;0.001962126162344482
0.17600293338222306;0.0020621116414624484
0.1770029500491675;0.0021661661246027415
0.17800296671611196;0.002274409001653766
