x;y;velocityY
0.0;0.0;-2.1246356438186774e-06
0.007874015748031496;0.007874015748031496;-1.0387198622286133e-05
0.015748031496062992;0.007874015748031496;-1.5849670226724543e-05
0.023622047244094488;0.007874015748031496;-1.8054282975605876e-05
0.031496062992125984;0.007874015748031496;-1.7761887152033965e-05
0.03937007874015748;0.007874015748031496;-1.5757762636199816e-05
0.047244094488188976;0.007874015748031496;-1.2644460136183256e-05
0.05511811023622047;0.007874015748031496;-8.851567270856943e-06
0.06299212598425197;0.007874015748031496;-4.679597136419649e-06
0.07086614173228346;0.007874015748031496;-3.354294223797621e-07
0.07874015748031496;0.007874015748031496;4.0400696467815606e-06
0.08661417322834646;0.007874015748031496;8.355162000385512e-06
0.09448818897637795;0.007874015748031496;1.2552585939486712e-05
0.10236220472440945;0.007874015748031496;1.660186229879042e-05
0.11023622047244094;0.007874015748031496;2.0490253588634133e-05
0.11811023622047244;0.007874015748031496;2.4219423722440378e-05
0.12598425196850394;0.007874015748031496;2.7798973248340084e-05
0.13385826771653542;0.007874015748031496;3.1245529159403934e-05
0.14173228346456693;0.007874015748031496;3.4577618081678596e-05
0.14960629921259844;0.007874015748031496;3.7816342215659976e-05
0.15748031496062992;0.007874015748031496;4.098100418841222e-05
0.1653543307086614;0.007874015748031496;4.409092313120387e-05
0.1732283464566929;0.007874015748031496;4.7161475964606044e-05
0.18110236220472442;0.007874015748031496;5.020676991320282e-05
0.1889763779527559;0.007874015748031496;5.323587690416419e-05
0.19685039370078738;0.007874015748031496;5.6256158646300474e-05
0.2047244094488189;0.007874015748031496;5.92695336304288e-05
0.2125984251968504;0.007874015748031496;6.22763013694068e-05
0.2204724409448819;0.007874015748031496;6.52713264623388e-05
0.22834645669291337;0.007874015748031496;6.824824790339573e-05
0.23622047244094488;0.007874015748031496;7.119550208895495e-05
0.2440944881889764;0.007874015748031496;7.410083670299439e-05
0.25196850393700787;0.007874015748031496;7.694712690030264e-05
0.25984251968503935;0.007874015748031496;7.971714189181738e-05
0.26771653543307083;0.007874015748031496;8.238913554589573e-05
0.2755905511811024;0.007874015748031496;8.494183665225897e-05
0.28346456692913385;0.007874015748031496;8.734981592089664e-05
0.29133858267716534;0.007874015748031496;8.958868716911383e-05
0.2992125984251969;0.007874015748031496;9.163026658916193e-05
0.30708661417322836;0.007874015748031496;9.344798156341094e-05
0.31496062992125984;0.007874015748031496;9.501184530202182e-05
0.3228346456692913;0.007874015748031496;9.629407323992634e-05
0.3307086614173228;0.007874015748031496;9.726389767592683e-05
0.33858267716535434;0.007874015748031496;9.789339001086053e-05
0.3464566929133858;0.007874015748031496;9.81521373373068e-05
0.3543307086614173;0.007874015748031496;9.801326375850316e-05
0.36220472440944884;0.007874015748031496;9.744798563011697e-05
0.3700787401574803;0.007874015748031496;9.64318184488385e-05
0.3779527559055118;0.007874015748031496;9.493902110140081e-05
0.3858267716535433;0.007874015748031496;9.294896762194715e-05
0.39370078740157477;0.007874015748031496;9.044048444028424e-05
0.4015748031496063;0.007874015748031496;8.739835954511569e-05
0.4094488188976378;0.007874015748031496;8.380757100129446e-05
0.41732283464566927;0.007874015748031496;7.965990019820345e-05
0.4251968503937008;0.007874015748031496;7.494804514938026e-05
0.4330708661417323;0.007874015748031496;6.967229976733123e-05
0.4409448818897638;0.007874015748031496;6.383454181093959e-05
0.44881889763779526;0.007874015748031496;5.744493662079214e-05
0.45669291338582674;0.007874015748031496;5.051578714785955e-05
0.4645669291338583;0.007874015748031496;4.3068218438200005e-05
0.47244094488188976;0.007874015748031496;3.512587613341292e-05
0.48031496062992124;0.007874015748031496;2.672154743836971e-05
0.4881889763779528;0.007874015748031496;1.789069511364958e-05
0.49606299212598426;0.007874015748031496;8.677972034697584e-06
0.5039370078740157;0.007874015748031496;-8.694196130019854e-07
0.5118110236220472;0.007874015748031496;-1.0695359347128913e-05
0.5196850393700787;0.007874015748031496;-2.0741629091203514e-05
0.5275590551181102;0.007874015748031496;-3.094172241297909e-05
0.5354330708661417;0.007874015748031496;-4.122784214555577e-05
0.5433070866141733;0.007874015748031496;-5.1524910886720425e-05
0.5511811023622047;0.007874015748031496;-6.175773137222141e-05
0.5590551181102362;0.007874015748031496;-7.184520848080737e-05
0.5669291338582677;0.007874015748031496;-8.17076440184844e-05
0.5748031496062992;0.007874015748031496;-9.126116485709334e-05
0.5826771653543307;0.007874015748031496;-0.00010042510723951385
0.5905511811023622;0.007874015748031496;-0.00010911662814639395
0.5984251968503937;0.007874015748031496;-0.00011725811653640655
0.6062992125984252;0.007874015748031496;-0.00012477194714201258
0.6141732283464567;0.007874015748031496;-0.00013158783909055286
0.6220472440944882;0.007874015748031496;-0.00013763769524430012
0.6299212598425197;0.007874015748031496;-0.0001428628148230881
0.6377952755905512;0.007874015748031496;-0.0001472087497242972
0.6456692913385826;0.007874015748031496;-0.0001506322697721977
0.6535433070866141;0.007874015748031496;-0.0001530961628465049
0.6614173228346456;0.007874015748031496;-0.00015457585173721467
0.6692913385826772;0.007874015748031496;-0.00015505406961355026
0.6771653543307087;0.007874015748031496;-0.00015452703797620785
0.6850393700787402;0.007874015748031496;-0.0001529989642599628
0.6929133858267716;0.007874015748031496;-0.00015048771160723525
0.7007874015748031;0.007874015748031496;-0.00014701909099128156
0.7086614173228346;0.007874015748031496;-0.00014263198440417696
0.7165354330708661;0.007874015748031496;-0.000137372437854729
0.7244094488188977;0.007874015748031496;-0.00013129823725912022
