x;y;velocityX;velocityStaggered
0.0;0.0;-1.0899132682048366e-05;-2.179826536409673e-05
0.007874015748031496;0.007874015748031496;-2.9668839359543666e-06;1.5864497492187998e-05
0.015748031496062992;0.007874015748031496;7.467999391186455e-05;0.0001334954903315411
0.023622047244094488;0.007874015748031496;0.00022848799474776293;0.00032348049916398474
0.031496062992125984;0.007874015748031496;0.00044617834332940775;0.0005688761874948308
0.03937007874015748;0.007874015748031496;0.0007094359365543449;0.000849995685613859
0.047244094488188976;0.007874015748031496;0.000998575822084402;0.0011471559585549452
0.05511811023622047;0.007874015748031496;0.001294750604447642;0.0014423452503403386
0.06299212598425197;0.007874015748031496;0.0015813668693256712;0.001720388488311004
0.07086614173228346;0.007874015748031496;0.00184510001404847;0.001969811539785936
0.07874015748031496;0.007874015748031496;0.002076517812488823;0.00218322408519171
0.08661417322834646;0.007874015748031496;0.002270294481788381;0.002357364878385052
0.09448818897637795;0.007874015748031496;0.002425022989709212;0.002492681101033372
0.10236220472440945;0.007874015748031496;0.002542701571461286;0.0025927220418891996
0.11023622047244094;0.007874015748031496;0.0026279842946115408;0.0026632465473338815
0.11811023622047244;0.007874015748031496;0.0026873100716822374;0.0027113735960305934
0.12598425196850394;0.007874015748031496;0.002727997024933402;0.0027446204538362105
0.13385826771653542;0.007874015748031496;0.0027573872015222603;0.00277015394920831
0.14173228346456693;0.007874015748031496;0.002782090664793315;0.00279402738037832
0.14960629921259844;0.007874015748031496;0.002807380009149427;0.002820732637920534
0.15748031496062992;0.007874015748031496;0.0028367594490687304;0.0028527862602169274
0.1653543307086614;0.007874015748031496;0.0028717394678785023;0.0028906926755400777
0.1732283464566929;0.007874015748031496;0.002911817737890739;0.0029329428002414005
0.18110236220472442;0.007874015748031496;0.0029546617492395037;0.002976380698237607
0.1889763779527559;0.007874015748031496;0.0029964453145745317;0.003016509930911457
0.19685039370078738;0.007874015748031496;0.0030322803566019984;0.00304805078229254
0.2047244094488189;0.007874015748031496;0.0030566535015995582;0.0030652562209065766
0.2125984251968504;0.007874015748031496;0.0030637942651856286;0.0030623323094646805
0.2204724409448819;0.007874015748031496;0.0030479085795193195;0.0030334848495739584
0.22834645669291337;0.007874015748031496;0.003003263205909278;0.0029730415622445973
0.23622047244094488;0.007874015748031496;0.0029241319756154096;0.0028752223889862223
0.2440944881889764;0.007874015748031496;0.0028046600698101256;0.002734097750634029
0.25196850393700787;0.007874015748031496;0.0026387012188492627;0.002543304687064496
0.25984251968503935;0.007874015748031496;0.002419690376978413;0.0022960760668923295
0.26771653543307083;0.007874015748031496;0.0021405811195081307;0.0019850861721239315
0.2755905511811024;0.007874015748031496;0.0017938669609614938;0.001602647749799056
0.28346456692913385;0.007874015748031496;0.0013716741974919076;0.001140700645184759
0.29133858267716534;0.007874015748031496;0.0008659174379788781;0.0005911342307729973
