x;y;velocityX;velocityStaggered
0.0;0.0;-1.4584867133959636e-05;-2.916973426791927e-05
0.007874015748031496;0.007874015748031496;-3.509846805488437e-05;-4.1027201841849473e-05
0.015748031496062992;0.007874015748031496;-2.149819909098418e-05;-1.969196340118891e-06
0.023622047244094488;0.007874015748031496;4.884259153415103e-05;9.965437940842096e-05
0.031496062992125984;0.007874015748031496;0.00018152481704224627;0.0002633952546760716
0.03937007874015748;0.007874015748031496;0.0003721501179043509;0.00048090498113263026
0.047244094488188976;0.007874015748031496;0.0006096210949190229;0.0007383372087054155
0.05511811023622047;0.007874015748031496;0.0008784183966361597;0.001018499584566904
0.06299212598425197;0.007874015748031496;0.001160881500018624;0.0013032634154703444
0.07086614173228346;0.007874015748031496;0.0014395621560502497;0.0015758608966301548
0.07874015748031496;0.007874015748031496;0.0016993655223034884;0.001822870147976822
0.08661417322834646;0.007874015748031496;0.0019291341026920726;0.002035398057407323
0.09448818897637795;0.007874015748031496;0.002122488560726841;0.0022095790640463586
0.10236220472440945;0.007874015748031496;0.002277903232834063;0.0023462274016217673
0.11023622047244094;0.007874015748031496;0.0023981676399533764;0.002450107878284986
0.11811023622047244;0.007874015748031496;0.0024894416389328153;0.0025287753995806446
0.12598425196850394;0.007874015748031496;0.0025601374103151123;0.00259149942104958
0.13385826771653542;0.007874015748031496;0.002619791292263804;0.002648083163478028
0.14173228346456693;0.007874015748031496;0.0026780398584303764;0.0027079965533827253
0.14960629921259844;0.007874015748031496;0.0027437305464493127;0.0027794645395159
0.15748031496062992;0.007874015748031496;0.002824182871734967;0.0028689012039540334
0.1653543307086614;0.007874015748031496;0.002924594519150996;0.0029802878343479586
0.1732283464566929;0.007874015748031496;0.0030476333451219563;0.0031149788558959544
0.18110236220472442;0.007874015748031496;0.0031932664777897923;0.00327155409968363
0.1889763779527559;0.007874015748031496;0.003358903996413439;0.003446253893143248
0.19685039370078738;0.007874015748031496;0.0035398726560453894;0.003633491418947531
0.2047244094488189;0.007874015748031496;0.0037301647978172335;0.0038268381766869363
0.2125984251968504;0.007874015748031496;0.003923280529812423;0.004019722882937908
0.2204724409448819;0.007874015748031496;0.004112929398483577;0.004206135914029245
0.22834645669291337;0.007874015748031496;0.004293352640578467;0.00438056936712769
0.23622047244094488;0.007874015748031496;0.004459157655047676;0.0045377459429676624
0.2440944881889764;0.007874015748031496;0.004604708208898828;0.004671670474829994
